xflr5 v6.57

A10 - NREL sweep 8deg V2 simple
T1-10.0 m/s-Panel-16751.8kg-x0.0m-Inviscid
QInf  =,   10.000000 ,m/s
Alpha = ,   0.000000
Beta  = ,   0.000°
Phi   = ,   0.000°
Ctrl  = ,   0.000
CL    = ,   0.441429
Cy    = ,  -0.000000
Cd=,   0.006339,ICd=,    0.006339,PCd=,    0.000000
Cl   = ,-1.40844e-15
Cm   =,   -0.398281
ICn=,    0.000000,PCn=,    0.000000
XCP=,    2.331062, YCP=,    0.000000, ZCP=,    0.591972 
XNP=,    0.000000
Bending =, 4021.530443

Main Wing
  y-span,Chord,Ai,Cl,PCd,ICd,CmGeom,CmAirf@chord/4,XTrtop,XTrBot,XCP,BM
   -8.7466,   1.9045, -0.651, 0.462358, 0.000000, 0.005255,-0.628542,-0.128184, 0.0000, 0.0000, 0.5331,193.6668
   -8.4453,   1.9598, -0.640, 0.463387, 0.000000, 0.005176,-0.605950,-0.128346, 0.0000, 0.0000, 0.5328,237.4111
   -8.1464,   2.0147, -0.633, 0.463865, 0.000000, 0.005128,-0.584103,-0.128467, 0.0000, 0.0000, 0.5327,285.8989
   -7.8502,   2.0691, -0.630, 0.463902, 0.000000, 0.005104,-0.563095,-0.128553, 0.0000, 0.0000, 0.5329,339.1133
   -7.5568,   2.1230, -0.629, 0.463575, 0.000000, 0.005094,-0.542976,-0.128611, 0.0000, 0.0000, 0.5332,397.0119
   -7.2665,   2.1763, -0.631, 0.462959, 0.000000, 0.005101,-0.523766,-0.128649, 0.0000, 0.0000, 0.5338,459.5282
   -6.9794,   2.2291, -0.635, 0.462104, 0.000000, 0.005122,-0.505469,-0.128672, 0.0000, 0.0000, 0.5344,526.5717
   -6.6958,   2.2812, -0.640, 0.461048, 0.000000, 0.005152,-0.488063,-0.128680, 0.0000, 0.0000, 0.5351,598.0287
   -6.4158,   2.3326, -0.646, 0.459824, 0.000000, 0.005191,-0.471523,-0.128678, 0.0000, 0.0000, 0.5360,673.7631
   -6.1396,   2.3833, -0.654, 0.458457, 0.000000, 0.005237,-0.455819,-0.128666, 0.0000, 0.0000, 0.5369,753.6167
   -5.8675,   2.4333, -0.663, 0.456967, 0.000000, 0.005288,-0.440917,-0.128647, 0.0000, 0.0000, 0.5379,837.4101
   -5.5995,   2.4825, -0.672, 0.455374, 0.000000, 0.005343,-0.426783,-0.128621, 0.0000, 0.0000, 0.5389,924.9438
   -5.3360,   2.5309, -0.682, 0.453690, 0.000000, 0.005403,-0.413381,-0.128589, 0.0000, 0.0000, 0.5400,1015.9986
   -5.0770,   2.5785, -0.692, 0.451929, 0.000000, 0.005465,-0.400677,-0.128552, 0.0000, 0.0000, 0.5412,1110.3368
   -4.8227,   2.6252, -0.703, 0.450101, 0.000000, 0.005529,-0.388638,-0.128511, 0.0000, 0.0000, 0.5424,1207.7032
   -4.5734,   2.6710, -0.715, 0.448214, 0.000000, 0.005595,-0.377230,-0.128467, 0.0000, 0.0000, 0.5436,1307.8261
   -4.3292,   2.7158, -0.726, 0.446278, 0.000000, 0.005663,-0.366426,-0.128420, 0.0000, 0.0000, 0.5449,1410.4189
   -4.0902,   2.7597, -0.738, 0.444300, 0.000000, 0.005730,-0.356193,-0.128371, 0.0000, 0.0000, 0.5463,1515.1807
   -3.8567,   2.8026, -0.750, 0.442286, 0.000000, 0.005798,-0.346507,-0.128321, 0.0000, 0.0000, 0.5476,1621.7981
   -3.6287,   2.8445, -0.763, 0.440243, 0.000000, 0.005867,-0.337341,-0.128270, 0.0000, 0.0000, 0.5490,1729.9462
   -3.4065,   2.8853, -0.775, 0.438177, 0.000000, 0.005934,-0.328671,-0.128220, 0.0000, 0.0000, 0.5505,1839.2904
   -3.1902,   2.9250, -0.787, 0.436095, 0.000000, 0.006001,-0.320475,-0.128171, 0.0000, 0.0000, 0.5519,1949.4876
   -2.9799,   2.9637, -0.800, 0.434000, 0.000000, 0.006067,-0.312732,-0.128124, 0.0000, 0.0000, 0.5534,2060.1877
   -2.7758,   3.0012, -0.813, 0.431901, 0.000000, 0.006134,-0.305423,-0.128082, 0.0000, 0.0000, 0.5549,2171.0351
   -2.5781,   3.0375, -0.825, 0.429801, 0.000000, 0.006198,-0.298530,-0.128043, 0.0000, 0.0000, 0.5564,2281.6705
   -2.3868,   3.0726, -0.837, 0.427707, 0.000000, 0.006262,-0.292038,-0.128011, 0.0000, 0.0000, 0.5580,2391.7321
   -2.2021,   3.1065, -0.850, 0.425624, 0.000000, 0.006325,-0.285928,-0.127986, 0.0000, 0.0000, 0.5596,2500.8574
   -2.0241,   3.1392, -0.862, 0.423557, 0.000000, 0.006387,-0.280191,-0.127970, 0.0000, 0.0000, 0.5611,2608.6846
   -1.8529,   3.1707, -0.875, 0.421513, 0.000000, 0.006450,-0.274809,-0.127963, 0.0000, 0.0000, 0.5627,2714.8542
   -1.6887,   3.2008, -0.887, 0.419496, 0.000000, 0.006513,-0.269775,-0.127969, 0.0000, 0.0000, 0.5644,2819.0105
   -1.5316,   3.2297, -0.900, 0.417511, 0.000000, 0.006578,-0.265075,-0.127989, 0.0000, 0.0000, 0.5660,2920.8032
   -1.3816,   3.2572, -0.913, 0.415560, 0.000000, 0.006643,-0.260699,-0.128022, 0.0000, 0.0000, 0.5676,3019.8884
   -1.2390,   3.2834, -0.926, 0.413648, 0.000000, 0.006710,-0.256637,-0.128071, 0.0000, 0.0000, 0.5693,3115.9308
   -1.1037,   3.3083, -0.940, 0.411776, 0.000000, 0.006782,-0.252880,-0.128138, 0.0000, 0.0000, 0.5709,3208.6042
   -0.9759,   3.3318, -0.955, 0.409944, 0.000000, 0.006859,-0.249421,-0.128221, 0.0000, 0.0000, 0.5725,3297.5932
   -0.8556,   3.3538, -0.970, 0.408149, 0.000000, 0.006942,-0.246249,-0.128321, 0.0000, 0.0000, 0.5741,3382.5948
   -0.7430,   3.3745, -0.988, 0.406385, 0.000000, 0.007045,-0.243360,-0.128440, 0.0000, 0.0000, 0.5757,3463.3187
   -0.6381,   3.3938, -1.004, 0.404628, 0.000000, 0.007138,-0.240729,-0.128566, 0.0000, 0.0000, 0.5772,3539.4892
   -0.5410,   3.4116, -1.024, 0.402867, 0.000000, 0.007253,-0.238361,-0.128707, 0.0000, 0.0000, 0.5787,3610.8459
   -0.4517,   3.4280, -1.045, 0.401062, 0.000000, 0.007382,-0.236242,-0.128856, 0.0000, 0.0000, 0.5801,3677.1446
   -0.3704,   3.4430, -1.069, 0.399154, 0.000000, 0.007529,-0.234362,-0.129009, 0.0000, 0.0000, 0.5815,3738.1586
   -0.2970,   3.4564, -1.095, 0.397046, 0.000000, 0.007696,-0.232710,-0.129160, 0.0000, 0.0000, 0.5827,3793.6789
   -0.2317,   3.4684, -1.125, 0.394569, 0.000000, 0.007887,-0.231272,-0.129303, 0.0000, 0.0000, 0.5838,3843.5158
   -0.1744,   3.4790, -1.158, 0.391416, 0.000000, 0.008105,-0.230037,-0.129429, 0.0000, 0.0000, 0.5847,3887.4986
   -0.1253,   3.4880, -1.196, 0.386980, 0.000000, 0.008355,-0.228991,-0.129530, 0.0000, 0.0000, 0.5855,3925.4773
   -0.0842,   3.4955, -1.240, 0.379925, 0.000000, 0.008650,-0.228125,-0.129601, 0.0000, 0.0000, 0.5861,3957.3223
   -0.0514,   3.5016, -1.293, 0.366819, 0.000000, 0.009012,-0.227431,-0.129642, 0.0000, 0.0000, 0.5864,3982.9253
   -0.0267,   3.5061, -1.368, 0.336577, 0.000000, 0.009527,-0.226915,-0.129661, 0.0000, 0.0000, 0.5866,4002.1999
   -0.0103,   3.5091, -1.491, 0.236714, 0.000000, 0.010375,-0.226578,-0.129669, 0.0000, 0.0000, 0.5867,4015.0819
   -0.0021,   3.5106, -1.752,-0.410982, 0.000000, 0.012191,-0.226523,-0.129691, 0.0000, 0.0000, 0.5865,4021.5304
    0.0021,   3.5106, -1.752,-0.410982, 0.000000, 0.012191,-0.226523,-0.129691, 0.0000, 0.0000, 0.5865,4021.5304
    0.0103,   3.5091, -1.491, 0.236714, 0.000000, 0.010375,-0.226578,-0.129669, 0.0000, 0.0000, 0.5867,4015.0819
    0.0267,   3.5061, -1.368, 0.336577, 0.000000, 0.009527,-0.226915,-0.129661, 0.0000, 0.0000, 0.5866,4002.1999
    0.0514,   3.5016, -1.293, 0.366819, 0.000000, 0.009012,-0.227431,-0.129642, 0.0000, 0.0000, 0.5864,3982.9253
    0.0842,   3.4955, -1.240, 0.379925, 0.000000, 0.008650,-0.228125,-0.129601, 0.0000, 0.0000, 0.5861,3957.3223
    0.1253,   3.4880, -1.196, 0.386980, 0.000000, 0.008355,-0.228991,-0.129530, 0.0000, 0.0000, 0.5855,3925.4773
    0.1744,   3.4790, -1.158, 0.391416, 0.000000, 0.008105,-0.230037,-0.129429, 0.0000, 0.0000, 0.5847,3887.4986
    0.2317,   3.4684, -1.125, 0.394569, 0.000000, 0.007887,-0.231272,-0.129303, 0.0000, 0.0000, 0.5838,3843.5158
    0.2970,   3.4564, -1.095, 0.397046, 0.000000, 0.007696,-0.232710,-0.129160, 0.0000, 0.0000, 0.5827,3793.6789
    0.3704,   3.4430, -1.069, 0.399154, 0.000000, 0.007529,-0.234362,-0.129009, 0.0000, 0.0000, 0.5815,3738.1586
    0.4517,   3.4280, -1.045, 0.401062, 0.000000, 0.007382,-0.236242,-0.128856, 0.0000, 0.0000, 0.5801,3677.1446
    0.5410,   3.4116, -1.024, 0.402867, 0.000000, 0.007253,-0.238361,-0.128707, 0.0000, 0.0000, 0.5787,3610.8459
    0.6381,   3.3938, -1.004, 0.404628, 0.000000, 0.007138,-0.240729,-0.128566, 0.0000, 0.0000, 0.5772,3539.4892
    0.7430,   3.3745, -0.988, 0.406385, 0.000000, 0.007045,-0.243360,-0.128440, 0.0000, 0.0000, 0.5757,3463.3187
    0.8556,   3.3538, -0.970, 0.408149, 0.000000, 0.006942,-0.246249,-0.128321, 0.0000, 0.0000, 0.5741,3382.5948
    0.9759,   3.3318, -0.955, 0.409944, 0.000000, 0.006859,-0.249421,-0.128221, 0.0000, 0.0000, 0.5725,3297.5932
    1.1037,   3.3083, -0.940, 0.411776, 0.000000, 0.006782,-0.252880,-0.128138, 0.0000, 0.0000, 0.5709,3208.6042
    1.2390,   3.2834, -0.926, 0.413648, 0.000000, 0.006710,-0.256637,-0.128071, 0.0000, 0.0000, 0.5693,3115.9308
    1.3816,   3.2572, -0.913, 0.415560, 0.000000, 0.006643,-0.260699,-0.128022, 0.0000, 0.0000, 0.5676,3019.8884
    1.5316,   3.2297, -0.900, 0.417511, 0.000000, 0.006578,-0.265075,-0.127989, 0.0000, 0.0000, 0.5660,2920.8032
    1.6887,   3.2008, -0.887, 0.419496, 0.000000, 0.006513,-0.269775,-0.127969, 0.0000, 0.0000, 0.5644,2819.0105
    1.8529,   3.1707, -0.875, 0.421513, 0.000000, 0.006450,-0.274809,-0.127963, 0.0000, 0.0000, 0.5627,2714.8542
    2.0241,   3.1392, -0.862, 0.423557, 0.000000, 0.006387,-0.280191,-0.127970, 0.0000, 0.0000, 0.5611,2608.6846
    2.2021,   3.1065, -0.850, 0.425624, 0.000000, 0.006325,-0.285928,-0.127986, 0.0000, 0.0000, 0.5596,2500.8574
    2.3868,   3.0726, -0.837, 0.427707, 0.000000, 0.006262,-0.292038,-0.128011, 0.0000, 0.0000, 0.5580,2391.7321
    2.5781,   3.0375, -0.825, 0.429801, 0.000000, 0.006198,-0.298530,-0.128043, 0.0000, 0.0000, 0.5564,2281.6705
    2.7758,   3.0012, -0.813, 0.431901, 0.000000, 0.006134,-0.305423,-0.128082, 0.0000, 0.0000, 0.5549,2171.0351
    2.9799,   2.9637, -0.800, 0.434000, 0.000000, 0.006067,-0.312732,-0.128124, 0.0000, 0.0000, 0.5534,2060.1877
    3.1902,   2.9250, -0.787, 0.436095, 0.000000, 0.006001,-0.320475,-0.128171, 0.0000, 0.0000, 0.5519,1949.4876
    3.4065,   2.8853, -0.775, 0.438177, 0.000000, 0.005934,-0.328671,-0.128220, 0.0000, 0.0000, 0.5505,1839.2904
    3.6287,   2.8445, -0.763, 0.440243, 0.000000, 0.005867,-0.337341,-0.128270, 0.0000, 0.0000, 0.5490,1729.9462
    3.8567,   2.8026, -0.750, 0.442286, 0.000000, 0.005798,-0.346507,-0.128321, 0.0000, 0.0000, 0.5476,1621.7981
    4.0902,   2.7597, -0.738, 0.444300, 0.000000, 0.005730,-0.356193,-0.128371, 0.0000, 0.0000, 0.5463,1515.1807
    4.3292,   2.7158, -0.726, 0.446278, 0.000000, 0.005663,-0.366426,-0.128420, 0.0000, 0.0000, 0.5449,1410.4189
    4.5734,   2.6710, -0.715, 0.448214, 0.000000, 0.005595,-0.377230,-0.128467, 0.0000, 0.0000, 0.5436,1307.8261
    4.8227,   2.6252, -0.703, 0.450101, 0.000000, 0.005529,-0.388638,-0.128511, 0.0000, 0.0000, 0.5424,1207.7032
    5.0770,   2.5785, -0.692, 0.451929, 0.000000, 0.005465,-0.400677,-0.128552, 0.0000, 0.0000, 0.5412,1110.3368
    5.3360,   2.5309, -0.682, 0.453690, 0.000000, 0.005403,-0.413381,-0.128589, 0.0000, 0.0000, 0.5400,1015.9986
    5.5995,   2.4825, -0.672, 0.455374, 0.000000, 0.005343,-0.426783,-0.128621, 0.0000, 0.0000, 0.5389,924.9438
    5.8675,   2.4333, -0.663, 0.456967, 0.000000, 0.005288,-0.440917,-0.128647, 0.0000, 0.0000, 0.5379,837.4101
    6.1396,   2.3833, -0.654, 0.458457, 0.000000, 0.005237,-0.455819,-0.128666, 0.0000, 0.0000, 0.5369,753.6167
    6.4158,   2.3326, -0.646, 0.459824, 0.000000, 0.005191,-0.471523,-0.128678, 0.0000, 0.0000, 0.5360,673.7631
    6.6958,   2.2812, -0.640, 0.461048, 0.000000, 0.005152,-0.488063,-0.128680, 0.0000, 0.0000, 0.5351,598.0287
    6.9794,   2.2291, -0.635, 0.462104, 0.000000, 0.005122,-0.505469,-0.128672, 0.0000, 0.0000, 0.5344,526.5717
    7.2665,   2.1763, -0.631, 0.462959, 0.000000, 0.005101,-0.523766,-0.128649, 0.0000, 0.0000, 0.5338,459.5282
    7.5568,   2.1230, -0.629, 0.463575, 0.000000, 0.005094,-0.542976,-0.128611, 0.0000, 0.0000, 0.5332,397.0119
    7.8502,   2.0691, -0.630, 0.463902, 0.000000, 0.005104,-0.563095,-0.128553, 0.0000, 0.0000, 0.5329,339.1133
    8.1464,   2.0147, -0.633, 0.463865, 0.000000, 0.005128,-0.584103,-0.128467, 0.0000, 0.0000, 0.5327,285.8989
    8.4453,   1.9598, -0.640, 0.463387, 0.000000, 0.005176,-0.605950,-0.128346, 0.0000, 0.0000, 0.5328,237.4111
    8.7466,   1.9045, -0.651, 0.462358, 0.000000, 0.005255,-0.628542,-0.128184, 0.0000, 0.0000, 0.5331,193.6668
    9.0502,   1.8487, -0.668, 0.460618, 0.000000, 0.005370,-0.651690,-0.127960, 0.0000, 0.0000, 0.5337,154.6577
    9.3558,   1.7926, -0.692, 0.457955, 0.000000, 0.005531,-0.675085,-0.127653, 0.0000, 0.0000, 0.5348,120.3483
    9.6631,   1.7361, -0.725, 0.454068, 0.000000, 0.005751,-0.698226,-0.127226, 0.0000, 0.0000, 0.5365,90.6754
    9.9721,   1.6794, -0.772, 0.448516, 0.000000, 0.006049,-0.720276,-0.126621, 0.0000, 0.0000, 0.5390,65.5462
   10.2825,   1.6224, -0.838, 0.440630, 0.000000, 0.006448,-0.739839,-0.125733, 0.0000, 0.0000, 0.5427,44.8354
   10.5941,   1.5651, -0.932, 0.429340, 0.000000, 0.006986,-0.754513,-0.124377, 0.0000, 0.0000, 0.5479,28.3809
   10.9066,   1.5077, -1.070, 0.412821, 0.000000, 0.007712,-0.759944,-0.122183, 0.0000, 0.0000, 0.5556,15.9772
   11.2199,   1.4502, -1.284, 0.387626, 0.000000, 0.008693,-0.747655,-0.118347, 0.0000, 0.0000, 0.5675, 7.3629
   11.5337,   1.3926, -1.651, 0.346171, 0.000000, 0.009979,-0.699787,-0.111037, 0.0000, 0.0000, 0.5871, 2.1959
   11.8479,   1.3349, -2.422, 0.266263, 0.000000, 0.011264,-0.557990,-0.092396, 0.0000, 0.0000, 0.6255, 0.0000


Main Wing Cp Coefficients
Panel,CtrlPt.x,CtrlPt.y,CtrlPt.z,Nx,Ny,Nz,Area,Cp
Main WingCp Coefficients
Strip 1
  10,   3.539e+00,  -1.182e+01,   8.704e-01,      -0.160,      -0.073,      -0.984,   1.040e-02,      0.3125
  11,   3.475e+00,  -1.182e+01,   8.761e-01,      -0.065,      -0.073,      -0.995,   2.985e-02,      0.2928
  12,   3.354e+00,  -1.182e+01,   8.746e-01,       0.061,      -0.070,      -0.996,   4.648e-02,      0.2376
  13,   3.187e+00,  -1.182e+01,   8.581e-01,       0.129,      -0.067,      -0.989,   5.897e-02,      0.0843
  14,   2.991e+00,  -1.182e+01,   8.383e-01,       0.074,      -0.071,      -0.995,   6.502e-02,     -0.0641
  15,   2.785e+00,  -1.182e+01,   8.274e-01,       0.032,      -0.075,      -0.997,   6.489e-02,     -0.1065
  16,   2.589e+00,  -1.182e+01,   8.240e-01,       0.002,      -0.079,      -0.997,   5.851e-02,     -0.1369
  17,   2.422e+00,  -1.182e+01,   8.270e-01,      -0.045,      -0.086,      -0.995,   4.648e-02,     -0.1984
  18,   2.301e+00,  -1.182e+01,   8.376e-01,      -0.153,      -0.103,      -0.983,   3.018e-02,     -0.3304
  19,   2.237e+00,  -1.182e+01,   8.566e-01,      -0.578,      -0.167,      -0.799,   1.270e-02,     -0.0465
  20,   2.237e+00,  -1.181e+01,   8.882e-01,      -0.767,      -0.098,       0.635,   1.639e-02,      0.6586
  21,   2.301e+00,  -1.181e+01,   9.286e-01,      -0.396,      -0.010,       0.918,   3.253e-02,     -0.2031
  22,   2.422e+00,  -1.181e+01,   9.658e-01,      -0.221,       0.023,       0.975,   4.755e-02,     -0.3933
  23,   2.589e+00,  -1.181e+01,   9.925e-01,      -0.108,       0.041,       0.993,   5.872e-02,     -0.4401
  24,   2.785e+00,  -1.181e+01,   1.003e+00,      -0.006,       0.054,       0.999,   6.469e-02,     -0.4584
  25,   2.991e+00,  -1.181e+01,   9.910e-01,       0.123,       0.066,       0.990,   6.519e-02,     -0.3788
  26,   3.187e+00,  -1.181e+01,   9.594e-01,       0.198,       0.070,       0.978,   5.956e-02,     -0.2241
  27,   3.354e+00,  -1.181e+01,   9.235e-01,       0.227,       0.071,       0.971,   4.760e-02,     -0.1302
  28,   3.475e+00,  -1.181e+01,   8.929e-01,       0.275,       0.071,       0.959,   3.097e-02,     -0.0257
  29,   3.539e+00,  -1.182e+01,   8.735e-01,       0.337,       0.070,       0.939,   1.090e-02,      0.0758
Strip 2
  30,   3.537e+00,  -1.150e+01,   8.475e-01,      -0.160,      -0.073,      -0.984,   1.084e-02,      0.3430
  31,   3.471e+00,  -1.150e+01,   8.535e-01,      -0.065,      -0.073,      -0.995,   3.112e-02,      0.3264
  32,   3.344e+00,  -1.150e+01,   8.519e-01,       0.061,      -0.070,      -0.996,   4.846e-02,      0.2733
  33,   3.170e+00,  -1.150e+01,   8.346e-01,       0.129,      -0.067,      -0.989,   6.147e-02,      0.1131
  34,   2.966e+00,  -1.150e+01,   8.141e-01,       0.074,      -0.071,      -0.995,   6.779e-02,     -0.0522
  35,   2.750e+00,  -1.151e+01,   8.027e-01,       0.032,      -0.075,      -0.997,   6.764e-02,     -0.1093
  36,   2.546e+00,  -1.151e+01,   7.991e-01,       0.002,      -0.079,      -0.997,   6.100e-02,     -0.1452
  37,   2.372e+00,  -1.151e+01,   8.023e-01,      -0.045,      -0.086,      -0.995,   4.846e-02,     -0.1978
  38,   2.245e+00,  -1.150e+01,   8.133e-01,      -0.153,      -0.103,      -0.983,   3.146e-02,     -0.2971
  39,   2.179e+00,  -1.150e+01,   8.331e-01,      -0.578,      -0.167,      -0.799,   1.325e-02,      0.0006
  40,   2.179e+00,  -1.150e+01,   8.661e-01,      -0.767,      -0.098,       0.634,   1.708e-02,      0.6466
  41,   2.245e+00,  -1.150e+01,   9.083e-01,      -0.397,      -0.011,       0.918,   3.390e-02,     -0.2284
  42,   2.372e+00,  -1.150e+01,   9.471e-01,      -0.221,       0.023,       0.975,   4.957e-02,     -0.4625
  43,   2.546e+00,  -1.149e+01,   9.750e-01,      -0.108,       0.041,       0.993,   6.121e-02,     -0.5461
  44,   2.750e+00,  -1.149e+01,   9.861e-01,      -0.006,       0.054,       0.999,   6.743e-02,     -0.5809
  45,   2.966e+00,  -1.149e+01,   9.733e-01,       0.123,       0.066,       0.990,   6.796e-02,     -0.4860
  46,   3.170e+00,  -1.150e+01,   9.404e-01,       0.198,       0.070,       0.978,   6.210e-02,     -0.2899
  47,   3.344e+00,  -1.150e+01,   9.030e-01,       0.227,       0.071,       0.971,   4.963e-02,     -0.1545
  48,   3.471e+00,  -1.150e+01,   8.710e-01,       0.275,       0.071,       0.959,   3.229e-02,     -0.0160
  49,   3.537e+00,  -1.150e+01,   8.508e-01,       0.337,       0.070,       0.939,   1.137e-02,      0.1036
Strip 3
  50,   3.535e+00,  -1.119e+01,   8.246e-01,      -0.160,      -0.073,      -0.984,   1.128e-02,      0.3502
  51,   3.466e+00,  -1.119e+01,   8.308e-01,      -0.065,      -0.073,      -0.995,   3.236e-02,      0.3347
  52,   3.334e+00,  -1.119e+01,   8.292e-01,       0.061,      -0.070,      -0.996,   5.040e-02,      0.2832
  53,   3.153e+00,  -1.119e+01,   8.112e-01,       0.129,      -0.067,      -0.989,   6.393e-02,      0.1241
  54,   2.940e+00,  -1.119e+01,   7.898e-01,       0.074,      -0.071,      -0.995,   7.049e-02,     -0.0420
  55,   2.716e+00,  -1.119e+01,   7.779e-01,       0.032,      -0.075,      -0.997,   7.035e-02,     -0.1011
  56,   2.503e+00,  -1.119e+01,   7.742e-01,       0.002,      -0.079,      -0.997,   6.344e-02,     -0.1362
  57,   2.322e+00,  -1.119e+01,   7.775e-01,      -0.045,      -0.086,      -0.995,   5.040e-02,     -0.1843
  58,   2.190e+00,  -1.119e+01,   7.890e-01,      -0.153,      -0.103,      -0.983,   3.272e-02,     -0.2710
  59,   2.121e+00,  -1.119e+01,   8.096e-01,      -0.578,      -0.167,      -0.799,   1.378e-02,      0.0465
  60,   2.121e+00,  -1.119e+01,   8.440e-01,      -0.767,      -0.098,       0.634,   1.776e-02,      0.6237
  61,   2.190e+00,  -1.119e+01,   8.879e-01,      -0.397,      -0.011,       0.918,   3.525e-02,     -0.2588
  62,   2.322e+00,  -1.118e+01,   9.284e-01,      -0.221,       0.023,       0.975,   5.154e-02,     -0.4968
  63,   2.503e+00,  -1.118e+01,   9.574e-01,      -0.108,       0.041,       0.993,   6.366e-02,     -0.5892
  64,   2.716e+00,  -1.118e+01,   9.690e-01,      -0.006,       0.054,       0.999,   7.013e-02,     -0.6304
  65,   2.940e+00,  -1.118e+01,   9.557e-01,       0.124,       0.066,       0.990,   7.068e-02,     -0.5305
  66,   3.153e+00,  -1.118e+01,   9.214e-01,       0.198,       0.070,       0.978,   6.458e-02,     -0.3192
  67,   3.334e+00,  -1.119e+01,   8.824e-01,       0.227,       0.071,       0.971,   5.161e-02,     -0.1682
  68,   3.466e+00,  -1.119e+01,   8.491e-01,       0.275,       0.071,       0.959,   3.358e-02,     -0.0164
  69,   3.535e+00,  -1.119e+01,   8.281e-01,       0.337,       0.070,       0.939,   1.182e-02,      0.1103
Strip 4
  70,   3.533e+00,  -1.088e+01,   8.018e-01,      -0.160,      -0.073,      -0.984,   1.170e-02,      0.3526
  71,   3.461e+00,  -1.088e+01,   8.083e-01,      -0.065,      -0.073,      -0.995,   3.358e-02,      0.3378
  72,   3.325e+00,  -1.088e+01,   8.066e-01,       0.061,      -0.070,      -0.996,   5.229e-02,      0.2874
  73,   3.136e+00,  -1.088e+01,   7.879e-01,       0.129,      -0.067,      -0.989,   6.633e-02,      0.1298
  74,   2.914e+00,  -1.088e+01,   7.656e-01,       0.074,      -0.071,      -0.995,   7.314e-02,     -0.0352
  75,   2.682e+00,  -1.088e+01,   7.532e-01,       0.032,      -0.075,      -0.997,   7.299e-02,     -0.0939
  76,   2.460e+00,  -1.088e+01,   7.493e-01,       0.002,      -0.079,      -0.997,   6.582e-02,     -0.1278
  77,   2.272e+00,  -1.088e+01,   7.528e-01,      -0.045,      -0.086,      -0.995,   5.229e-02,     -0.1728
  78,   2.135e+00,  -1.088e+01,   7.648e-01,      -0.153,      -0.103,      -0.983,   3.396e-02,     -0.2507
  79,   2.063e+00,  -1.088e+01,   7.862e-01,      -0.578,      -0.167,      -0.799,   1.430e-02,      0.0814
  80,   2.063e+00,  -1.088e+01,   8.219e-01,      -0.768,      -0.098,       0.633,   1.842e-02,      0.6027
  81,   2.135e+00,  -1.087e+01,   8.677e-01,      -0.397,      -0.011,       0.918,   3.656e-02,     -0.2824
  82,   2.272e+00,  -1.087e+01,   9.097e-01,      -0.221,       0.023,       0.975,   5.347e-02,     -0.5188
  83,   2.460e+00,  -1.087e+01,   9.399e-01,      -0.108,       0.041,       0.993,   6.604e-02,     -0.6131
  84,   2.682e+00,  -1.087e+01,   9.519e-01,      -0.006,       0.054,       0.999,   7.276e-02,     -0.6563
  85,   2.914e+00,  -1.087e+01,   9.381e-01,       0.124,       0.066,       0.990,   7.334e-02,     -0.5539
  86,   3.136e+00,  -1.087e+01,   9.025e-01,       0.198,       0.070,       0.978,   6.701e-02,     -0.3356
