xflr5 v6.57

A10 - NREL sweep 8deg V2 simple
T1-10.0 m/s-Panel-16751.8kg-x0.0m-Inviscid
QInf  =,   10.000000 ,m/s
Alpha = ,  10.000000
Beta  = ,   0.000°
Phi   = ,   0.000°
Ctrl  = ,   0.000
CL    = ,   1.295089
Cy    = ,  -0.000000
Cd=,   0.052246,ICd=,    0.052246,PCd=,    0.000000
Cl   = ,-3.52469e-15
Cm   =,   -0.979889
ICn=,    0.000000,PCn=,    0.000000
XCP=,    1.874693, YCP=,    0.000000, ZCP=,    0.524270 
XNP=,    0.000000
Bending =, 11803.190011

Main Wing
  y-span,Chord,Ai,Cl,PCd,ICd,CmGeom,CmAirf@chord/4,XTrtop,XTrBot,XCP,BM
   -3.6287,   2.8445, -2.333, 1.292384, 0.000000, 0.052141,-0.786228,-0.119895, 0.0000, 0.0000, 0.3354,5075.1413
   -3.4065,   2.8853, -2.366, 1.285044, 0.000000, 0.052537,-0.757467,-0.119824, 0.0000, 0.0000, 0.3359,5396.9946
   -3.1902,   2.9250, -2.398, 1.277607, 0.000000, 0.052908,-0.730303,-0.119765, 0.0000, 0.0000, 0.3364,5721.3182
   -2.9799,   2.9637, -2.429, 1.270088, 0.000000, 0.053246,-0.704663,-0.119725, 0.0000, 0.0000, 0.3369,6047.0736
   -2.7758,   3.0012, -2.459, 1.262506, 0.000000, 0.053552,-0.680486,-0.119708, 0.0000, 0.0000, 0.3375,6373.2074
   -2.5781,   3.0375, -2.489, 1.254877, 0.000000, 0.053830,-0.657715,-0.119721, 0.0000, 0.0000, 0.3381,6698.6561
   -2.3868,   3.0726, -2.518, 1.247214, 0.000000, 0.054064,-0.636294,-0.119767, 0.0000, 0.0000, 0.3387,7022.3501
   -2.2021,   3.1065, -2.545, 1.239532, 0.000000, 0.054258,-0.616171,-0.119852, 0.0000, 0.0000, 0.3393,7343.2191
   -2.0241,   3.1392, -2.571, 1.231843, 0.000000, 0.054409,-0.597300,-0.119981, 0.0000, 0.0000, 0.3400,7660.1961
   -1.8529,   3.1707, -2.597, 1.224162, 0.000000, 0.054526,-0.579637,-0.120161, 0.0000, 0.0000, 0.3407,7972.2224
   -1.6887,   3.2008, -2.621, 1.216495, 0.000000, 0.054596,-0.563146,-0.120397, 0.0000, 0.0000, 0.3415,8278.2517
   -1.5316,   3.2297, -2.644, 1.208847, 0.000000, 0.054623,-0.547787,-0.120695, 0.0000, 0.0000, 0.3423,8577.2550
   -1.3816,   3.2572, -2.666, 1.201216, 0.000000, 0.054603,-0.533524,-0.121060, 0.0000, 0.0000, 0.3432,8868.2241
   -1.2390,   3.2834, -2.686, 1.193594, 0.000000, 0.054534,-0.520324,-0.121497, 0.0000, 0.0000, 0.3441,9150.1763
   -1.1037,   3.3083, -2.707, 1.185964, 0.000000, 0.054423,-0.508156,-0.122010, 0.0000, 0.0000, 0.3451,9422.1579
   -0.9759,   3.3318, -2.727, 1.178292, 0.000000, 0.054259,-0.496991,-0.122600, 0.0000, 0.0000, 0.3461,9683.2483
   -0.8556,   3.3538, -2.746, 1.170521, 0.000000, 0.054040,-0.486797,-0.123268, 0.0000, 0.0000, 0.3472,9932.5633
   -0.7430,   3.3745, -2.768, 1.162568, 0.000000, 0.053797,-0.477550,-0.124014, 0.0000, 0.0000, 0.3484,10169.2585
   -0.6381,   3.3938, -2.787, 1.154283, 0.000000, 0.053385,-0.469195,-0.124820, 0.0000, 0.0000, 0.3496,10392.5325
   -0.5410,   3.4116, -2.808, 1.145473, 0.000000, 0.052898,-0.461722,-0.125692, 0.0000, 0.0000, 0.3508,10601.6298
   -0.4517,   3.4280, -2.831, 1.135815, 0.000000, 0.052236,-0.455092,-0.126616, 0.0000, 0.0000, 0.3520,10795.8436
   -0.3704,   3.4430, -2.856, 1.124803, 0.000000, 0.051350,-0.449268,-0.127579, 0.0000, 0.0000, 0.3532,10974.5181
   -0.2970,   3.4564, -2.883, 1.111602, 0.000000, 0.050073,-0.444214,-0.128562, 0.0000, 0.0000, 0.3545,11137.0512
   -0.2317,   3.4684, -2.913, 1.094783, 0.000000, 0.048187,-0.439888,-0.129545, 0.0000, 0.0000, 0.3557,11282.8963
   -0.1744,   3.4790, -2.947, 1.071735, 0.000000, 0.045243,-0.436248,-0.130500, 0.0000, 0.0000, 0.3568,11411.5645
   -0.1253,   3.4880, -2.985, 1.037297, 0.000000, 0.040360,-0.433248,-0.131400, 0.0000, 0.0000, 0.3578,11522.6260
   -0.0842,   3.4955, -3.031, 0.980094, 0.000000, 0.031624,-0.430843,-0.132216, 0.0000, 0.0000, 0.3588,11615.7126
   -0.0514,   3.5016, -3.086, 0.870924, 0.000000, 0.014031,-0.428986,-0.132920, 0.0000, 0.0000, 0.3596,11690.5186
   -0.0267,   3.5061, -3.164, 0.615517, 0.000000,-0.028464,-0.427646,-0.133492, 0.0000, 0.0000, 0.3602,11746.8034
   -0.0103,   3.5091, -3.292,-0.232325, 0.000000,-0.172651,-0.426784,-0.133907, 0.0000, 0.0000, 0.3607,11784.3936
   -0.0021,   3.5106, -3.548,-5.737869, 0.000000,-1.120959,-0.426572,-0.134240, 0.0000, 0.0000, 0.3610,11803.1900
    0.0021,   3.5106, -3.548,-5.737869, 0.000000,-1.120959,-0.426572,-0.134240, 0.0000, 0.0000, 0.3610,11803.1900
    0.0103,   3.5091, -3.292,-0.232325, 0.000000,-0.172651,-0.426784,-0.133907, 0.0000, 0.0000, 0.3607,11784.3936
    0.0267,   3.5061, -3.164, 0.615517, 0.000000,-0.028464,-0.427646,-0.133492, 0.0000, 0.0000, 0.3602,11746.8034
    0.0514,   3.5016, -3.086, 0.870924, 0.000000, 0.014031,-0.428986,-0.132920, 0.0000, 0.0000, 0.3596,11690.5186
    0.0842,   3.4955, -3.031, 0.980094, 0.000000, 0.031624,-0.430843,-0.132216, 0.0000, 0.0000, 0.3588,11615.7126
    0.1253,   3.4880, -2.985, 1.037297, 0.000000, 0.040360,-0.433248,-0.131400, 0.0000, 0.0000, 0.3578,11522.6260
    0.1744,   3.4790, -2.947, 1.071735, 0.000000, 0.045243,-0.436248,-0.130500, 0.0000, 0.0000, 0.3568,11411.5645
    0.2317,   3.4684, -2.913, 1.094783, 0.000000, 0.048187,-0.439888,-0.129545, 0.0000, 0.0000, 0.3557,11282.8963
    0.2970,   3.4564, -2.883, 1.111602, 0.000000, 0.050073,-0.444214,-0.128562, 0.0000, 0.0000, 0.3545,11137.0512
    0.3704,   3.4430, -2.856, 1.124803, 0.000000, 0.051350,-0.449268,-0.127579, 0.0000, 0.0000, 0.3532,10974.5181
    0.4517,   3.4280, -2.831, 1.135815, 0.000000, 0.052236,-0.455092,-0.126616, 0.0000, 0.0000, 0.3520,10795.8436
    0.5410,   3.4116, -2.808, 1.145473, 0.000000, 0.052898,-0.461722,-0.125692, 0.0000, 0.0000, 0.3508,10601.6298
    0.6381,   3.3938, -2.787, 1.154283, 0.000000, 0.053385,-0.469195,-0.124820, 0.0000, 0.0000, 0.3496,10392.5325
    0.7430,   3.3745, -2.768, 1.162568, 0.000000, 0.053797,-0.477550,-0.124014, 0.0000, 0.0000, 0.3484,10169.2585
    0.8556,   3.3538, -2.746, 1.170521, 0.000000, 0.054040,-0.486797,-0.123268, 0.0000, 0.0000, 0.3472,9932.5633
    0.9759,   3.3318, -2.727, 1.178292, 0.000000, 0.054259,-0.496991,-0.122600, 0.0000, 0.0000, 0.3461,9683.2483
    1.1037,   3.3083, -2.707, 1.185964, 0.000000, 0.054423,-0.508156,-0.122010, 0.0000, 0.0000, 0.3451,9422.1579
    1.2390,   3.2834, -2.686, 1.193594, 0.000000, 0.054534,-0.520324,-0.121497, 0.0000, 0.0000, 0.3441,9150.1763
    1.3816,   3.2572, -2.666, 1.201216, 0.000000, 0.054603,-0.533524,-0.121060, 0.0000, 0.0000, 0.3432,8868.2241
    1.5316,   3.2297, -2.644, 1.208847, 0.000000, 0.054623,-0.547787,-0.120695, 0.0000, 0.0000, 0.3423,8577.2550
    1.6887,   3.2008, -2.621, 1.216495, 0.000000, 0.054596,-0.563146,-0.120397, 0.0000, 0.0000, 0.3415,8278.2517
    1.8529,   3.1707, -2.597, 1.224162, 0.000000, 0.054526,-0.579637,-0.120161, 0.0000, 0.0000, 0.3407,7972.2224
    2.0241,   3.1392, -2.571, 1.231843, 0.000000, 0.054409,-0.597300,-0.119981, 0.0000, 0.0000, 0.3400,7660.1961
    2.2021,   3.1065, -2.545, 1.239532, 0.000000, 0.054258,-0.616171,-0.119852, 0.0000, 0.0000, 0.3393,7343.2191
    2.3868,   3.0726, -2.518, 1.247214, 0.000000, 0.054064,-0.636294,-0.119767, 0.0000, 0.0000, 0.3387,7022.3501
    2.5781,   3.0375, -2.489, 1.254877, 0.000000, 0.053830,-0.657715,-0.119721, 0.0000, 0.0000, 0.3381,6698.6561
    2.7758,   3.0012, -2.459, 1.262506, 0.000000, 0.053552,-0.680486,-0.119708, 0.0000, 0.0000, 0.3375,6373.2074
    2.9799,   2.9637, -2.429, 1.270088, 0.000000, 0.053246,-0.704663,-0.119725, 0.0000, 0.0000, 0.3369,6047.0736
    3.1902,   2.9250, -2.398, 1.277607, 0.000000, 0.052908,-0.730303,-0.119765, 0.0000, 0.0000, 0.3364,5721.3182
    3.4065,   2.8853, -2.366, 1.285044, 0.000000, 0.052537,-0.757467,-0.119824, 0.0000, 0.0000, 0.3359,5396.9946
    3.6287,   2.8445, -2.333, 1.292384, 0.000000, 0.052141,-0.786228,-0.119895, 0.0000, 0.0000, 0.3354,5075.1413
    3.8567,   2.8026, -2.301, 1.299610, 0.000000, 0.051725,-0.816658,-0.119975, 0.0000, 0.0000, 0.3350,4756.7770
    4.0902,   2.7597, -2.268, 1.306703, 0.000000, 0.051292,-0.848834,-0.120061, 0.0000, 0.0000, 0.3345,4442.8964
    4.3292,   2.7158, -2.235, 1.313643, 0.000000, 0.050844,-0.882844,-0.120150, 0.0000, 0.0000, 0.3341,4134.4657
    4.5734,   2.6710, -2.203, 1.320409, 0.000000, 0.050388,-0.918772,-0.120238, 0.0000, 0.0000, 0.3337,3832.4184
    4.8227,   2.6252, -2.172, 1.326979, 0.000000, 0.049930,-0.956718,-0.120322, 0.0000, 0.0000, 0.3333,3537.6507
    5.0770,   2.5785, -2.141, 1.333326, 0.000000, 0.049474,-0.996780,-0.120399, 0.0000, 0.0000, 0.3329,3251.0183
    5.3360,   2.5309, -2.111, 1.339420, 0.000000, 0.049027,-1.039060,-0.120466, 0.0000, 0.0000, 0.3326,2973.3317
    5.5995,   2.4825, -2.083, 1.345228, 0.000000, 0.048595,-1.083667,-0.120520, 0.0000, 0.0000, 0.3322,2705.3532
    5.8675,   2.4333, -2.057, 1.350712, 0.000000, 0.048189,-1.130715,-0.120558, 0.0000, 0.0000, 0.3319,2447.7931
    6.1396,   2.3833, -2.032, 1.355822, 0.000000, 0.047815,-1.180312,-0.120574, 0.0000, 0.0000, 0.3315,2201.3069
    6.4158,   2.3326, -2.011, 1.360505, 0.000000, 0.047487,-1.232567,-0.120569, 0.0000, 0.0000, 0.3312,1966.4919
    6.6958,   2.2812, -1.993, 1.364688, 0.000000, 0.047211,-1.287577,-0.120532, 0.0000, 0.0000, 0.3309,1743.8848
    6.9794,   2.2291, -1.979, 1.368288, 0.000000, 0.047007,-1.345438,-0.120460, 0.0000, 0.0000, 0.3306,1533.9587
    7.2665,   2.1763, -1.969, 1.371199, 0.000000, 0.046890,-1.406213,-0.120343, 0.0000, 0.0000, 0.3303,1337.1213
    7.5568,   2.1230, -1.965, 1.373285, 0.000000, 0.046878,-1.469931,-0.120176, 0.0000, 0.0000, 0.3301,1153.7123
    7.8502,   2.0691, -1.968, 1.374379, 0.000000, 0.047005,-1.536574,-0.119939, 0.0000, 0.0000, 0.3298,984.0012
    8.1464,   2.0147, -1.979, 1.374249, 0.000000, 0.047280,-1.606029,-0.119616, 0.0000, 0.0000, 0.3296,828.1858
    8.4453,   1.9598, -2.001, 1.372612, 0.000000, 0.047757,-1.678053,-0.119185, 0.0000, 0.0000, 0.3294,686.3895
    8.7466,   1.9045, -2.036, 1.369082, 0.000000, 0.048485,-1.752236,-0.118611, 0.0000, 0.0000, 0.3293,558.6594
    9.0502,   1.8487, -2.088, 1.363125, 0.000000, 0.049511,-1.827831,-0.117848, 0.0000, 0.0000, 0.3291,444.9636
    9.3558,   1.7926, -2.160, 1.354006, 0.000000, 0.050905,-1.903643,-0.116824, 0.0000, 0.0000, 0.3290,345.1876
    9.6631,   1.7361, -2.260, 1.340681, 0.000000, 0.052749,-1.977720,-0.115442, 0.0000, 0.0000, 0.3289,259.1302
    9.9721,   1.6794, -2.396, 1.321623, 0.000000, 0.055141,-2.046918,-0.113543, 0.0000, 0.0000, 0.3287,186.4964
   10.2825,   1.6224, -2.579, 1.294520, 0.000000, 0.058183,-2.106061,-0.110880, 0.0000, 0.0000, 0.3286,126.8882
   10.5941,   1.5651, -2.830, 1.255712, 0.000000, 0.061950,-2.146431,-0.107042, 0.0000, 0.0000, 0.3284,79.7896
   10.9066,   1.5077, -3.175, 1.199057, 0.000000, 0.066403,-2.152705,-0.101341, 0.0000, 0.0000, 0.3279,44.5419
   11.2199,   1.4502, -3.659, 1.113365, 0.000000, 0.071118,-2.096300,-0.092597, 0.0000, 0.0000, 0.3270,20.3021
   11.5337,   1.3926, -4.367, 0.975427, 0.000000, 0.074420,-1.919791,-0.079428, 0.0000, 0.0000, 0.3259, 5.9652
   11.8479,   1.3349, -5.507, 0.723290, 0.000000, 0.069697,-1.468023,-0.055487, 0.0000, 0.0000, 0.3226, 0.0000


Main Wing Cp Coefficients
Panel,CtrlPt.x,CtrlPt.y,CtrlPt.z,Nx,Ny,Nz,Area,Cp
Main WingCp Coefficients
Strip 1
  10,   3.539e+00,  -1.182e+01,   8.704e-01,      -0.160,      -0.073,      -0.984,   1.040e-02,      0.2383
  11,   3.475e+00,  -1.182e+01,   8.761e-01,      -0.065,      -0.073,      -0.995,   2.985e-02,      0.2178
  12,   3.354e+00,  -1.182e+01,   8.746e-01,       0.061,      -0.070,      -0.996,   4.648e-02,      0.1655
  13,   3.187e+00,  -1.182e+01,   8.581e-01,       0.129,      -0.067,      -0.989,   5.897e-02,      0.0299
  14,   2.991e+00,  -1.182e+01,   8.383e-01,       0.074,      -0.071,      -0.995,   6.502e-02,     -0.0536
  15,   2.785e+00,  -1.182e+01,   8.274e-01,       0.032,      -0.075,      -0.997,   6.489e-02,     -0.0197
  16,   2.589e+00,  -1.182e+01,   8.240e-01,       0.002,      -0.079,      -0.997,   5.851e-02,      0.0557
  17,   2.422e+00,  -1.182e+01,   8.270e-01,      -0.045,      -0.086,      -0.995,   4.648e-02,      0.1867
  18,   2.301e+00,  -1.182e+01,   8.376e-01,      -0.153,      -0.103,      -0.983,   3.018e-02,      0.4850
  19,   2.237e+00,  -1.182e+01,   8.566e-01,      -0.578,      -0.167,      -0.799,   1.270e-02,      0.9156
  20,   2.237e+00,  -1.181e+01,   8.882e-01,      -0.767,      -0.098,       0.635,   1.639e-02,     -1.7069
  21,   2.301e+00,  -1.181e+01,   9.286e-01,      -0.396,      -0.010,       0.918,   3.253e-02,     -1.4340
  22,   2.422e+00,  -1.181e+01,   9.658e-01,      -0.221,       0.023,       0.975,   4.755e-02,     -0.9953
  23,   2.589e+00,  -1.181e+01,   9.925e-01,      -0.108,       0.041,       0.993,   5.872e-02,     -0.7793
  24,   2.785e+00,  -1.181e+01,   1.003e+00,      -0.006,       0.054,       0.999,   6.469e-02,     -0.6618
  25,   2.991e+00,  -1.181e+01,   9.910e-01,       0.123,       0.066,       0.990,   6.519e-02,     -0.4863
  26,   3.187e+00,  -1.181e+01,   9.594e-01,       0.198,       0.070,       0.978,   5.956e-02,     -0.2955
  27,   3.354e+00,  -1.181e+01,   9.235e-01,       0.227,       0.071,       0.971,   4.760e-02,     -0.1998
  28,   3.475e+00,  -1.181e+01,   8.929e-01,       0.275,       0.071,       0.959,   3.097e-02,     -0.0928
  29,   3.539e+00,  -1.182e+01,   8.735e-01,       0.337,       0.070,       0.939,   1.090e-02,      0.0189
Strip 2
  30,   3.537e+00,  -1.150e+01,   8.475e-01,      -0.160,      -0.073,      -0.984,   1.084e-02,      0.3192
  31,   3.471e+00,  -1.150e+01,   8.535e-01,      -0.065,      -0.073,      -0.995,   3.112e-02,      0.3049
  32,   3.344e+00,  -1.150e+01,   8.519e-01,       0.061,      -0.070,      -0.996,   4.846e-02,      0.2630
  33,   3.170e+00,  -1.150e+01,   8.346e-01,       0.129,      -0.067,      -0.989,   6.147e-02,      0.1357
  34,   2.966e+00,  -1.150e+01,   8.141e-01,       0.074,      -0.071,      -0.995,   6.779e-02,      0.0483
  35,   2.750e+00,  -1.151e+01,   8.027e-01,       0.032,      -0.075,      -0.997,   6.764e-02,      0.0785
  36,   2.546e+00,  -1.151e+01,   7.991e-01,       0.002,      -0.079,      -0.997,   6.100e-02,      0.1667
  37,   2.372e+00,  -1.151e+01,   8.023e-01,      -0.045,      -0.086,      -0.995,   4.846e-02,      0.3273
  38,   2.245e+00,  -1.150e+01,   8.133e-01,      -0.153,      -0.103,      -0.983,   3.146e-02,      0.6551
  39,   2.179e+00,  -1.150e+01,   8.331e-01,      -0.578,      -0.167,      -0.799,   1.325e-02,      0.8404
  40,   2.179e+00,  -1.150e+01,   8.661e-01,      -0.767,      -0.098,       0.634,   1.708e-02,     -2.5039
  41,   2.245e+00,  -1.150e+01,   9.083e-01,      -0.397,      -0.011,       0.918,   3.390e-02,     -1.8275
  42,   2.372e+00,  -1.150e+01,   9.471e-01,      -0.221,       0.023,       0.975,   4.957e-02,     -1.2848
  43,   2.546e+00,  -1.149e+01,   9.750e-01,      -0.108,       0.041,       0.993,   6.121e-02,     -1.0234
  44,   2.750e+00,  -1.149e+01,   9.861e-01,      -0.006,       0.054,       0.999,   6.743e-02,     -0.8660
  45,   2.966e+00,  -1.149e+01,   9.733e-01,       0.123,       0.066,       0.990,   6.796e-02,     -0.6296
  46,   3.170e+00,  -1.150e+01,   9.404e-01,       0.198,       0.070,       0.978,   6.210e-02,     -0.3565
  47,   3.344e+00,  -1.150e+01,   9.030e-01,       0.227,       0.071,       0.971,   4.963e-02,     -0.1909
  48,   3.471e+00,  -1.150e+01,   8.710e-01,       0.275,       0.071,       0.959,   3.229e-02,     -0.0303
  49,   3.537e+00,  -1.150e+01,   8.508e-01,       0.337,       0.070,       0.939,   1.137e-02,      0.1090
Strip 3
  50,   3.535e+00,  -1.119e+01,   8.246e-01,      -0.160,      -0.073,      -0.984,   1.128e-02,      0.3573
  51,   3.466e+00,  -1.119e+01,   8.308e-01,      -0.065,      -0.073,      -0.995,   3.236e-02,      0.3461
  52,   3.334e+00,  -1.119e+01,   8.292e-01,       0.061,      -0.070,      -0.996,   5.040e-02,      0.3100
  53,   3.153e+00,  -1.119e+01,   8.112e-01,       0.129,      -0.067,      -0.989,   6.393e-02,      0.1910
  54,   2.940e+00,  -1.119e+01,   7.898e-01,       0.074,      -0.071,      -0.995,   7.049e-02,      0.1105
  55,   2.716e+00,  -1.119e+01,   7.779e-01,       0.032,      -0.075,      -0.997,   7.035e-02,      0.1444
  56,   2.503e+00,  -1.119e+01,   7.742e-01,       0.002,      -0.079,      -0.997,   6.344e-02,      0.2379
  57,   2.322e+00,  -1.119e+01,   7.775e-01,      -0.045,      -0.086,      -0.995,   5.040e-02,      0.4047
  58,   2.190e+00,  -1.119e+01,   7.890e-01,      -0.153,      -0.103,      -0.983,   3.272e-02,      0.7331
  59,   2.121e+00,  -1.119e+01,   8.096e-01,      -0.578,      -0.167,      -0.799,   1.378e-02,      0.7544
  60,   2.121e+00,  -1.119e+01,   8.440e-01,      -0.767,      -0.098,       0.634,   1.776e-02,     -3.0108
  61,   2.190e+00,  -1.119e+01,   8.879e-01,      -0.397,      -0.011,       0.918,   3.525e-02,     -2.0635
  62,   2.322e+00,  -1.118e+01,   9.284e-01,      -0.221,       0.023,       0.975,   5.154e-02,     -1.4391
  63,   2.503e+00,  -1.118e+01,   9.574e-01,      -0.108,       0.041,       0.993,   6.366e-02,     -1.1491
  64,   2.716e+00,  -1.118e+01,   9.690e-01,      -0.006,       0.054,       0.999,   7.013e-02,     -0.9716
  65,   2.940e+00,  -1.118e+01,   9.557e-01,       0.124,       0.066,       0.990,   7.068e-02,     -0.7037
  66,   3.153e+00,  -1.118e+01,   9.214e-01,       0.198,       0.070,       0.978,   6.458e-02,     -0.3907
  67,   3.334e+00,  -1.119e+01,   8.824e-01,       0.227,       0.071,       0.971,   5.161e-02,     -0.1914
  68,   3.466e+00,  -1.119e+01,   8.491e-01,       0.275,       0.071,       0.959,   3.358e-02,     -0.0041
  69,   3.535e+00,  -1.119e+01,   8.281e-01,       0.337,       0.070,       0.939,   1.182e-02,      0.1488
Strip 4
  70,   3.533e+00,  -1.088e+01,   8.018e-01,      -0.160,      -0.073,      -0.984,   1.170e-02,      0.3726
  71,   3.461e+00,  -1.088e+01,   8.083e-01,      -0.065,      -0.073,      -0.995,   3.358e-02,      0.3638
  72,   3.325e+00,  -1.088e+01,   8.066e-01,       0.061,      -0.070,      -0.996,   5.229e-02,      0.3320
  73,   3.136e+00,  -1.088e+01,   7.879e-01,       0.129,      -0.067,      -0.989,   6.633e-02,      0.2198
  74,   2.914e+00,  -1.088e+01,   7.656e-01,       0.074,      -0.071,      -0.995,   7.314e-02,      0.1458
  75,   2.682e+00,  -1.088e+01,   7.532e-01,       0.032,      -0.075,      -0.997,   7.299e-02,      0.1833
  76,   2.460e+00,  -1.088e+01,   7.493e-01,       0.002,      -0.079,      -0.997,   6.582e-02,      0.2795
  77,   2.272e+00,  -1.088e+01,   7.528e-01,      -0.045,      -0.086,      -0.995,   5.229e-02,      0.4490
  78,   2.135e+00,  -1.088e+01,   7.648e-01,      -0.153,      -0.103,      -0.983,   3.396e-02,      0.7753
  79,   2.063e+00,  -1.088e+01,   7.862e-01,      -0.578,      -0.167,      -0.799,   1.430e-02,      0.6785
  80,   2.063e+00,  -1.088e+01,   8.219e-01,      -0.768,      -0.098,       0.633,   1.842e-02,     -3.3589
  81,   2.135e+00,  -1.087e+01,   8.677e-01,      -0.397,      -0.011,       0.918,   3.656e-02,     -2.2196
  82,   2.272e+00,  -1.087e+01,   9.097e-01,      -0.221,       0.023,       0.975,   5.347e-02,     -1.5372
  83,   2.460e+00,  -1.087e+01,   9.399e-01,      -0.108,       0.041,       0.993,   6.604e-02,     -1.2278
  84,   2.682e+00,  -1.087e+01,   9.519e-01,      -0.006,       0.054,       0.999,   7.276e-02,     -1.0387
  85,   2.914e+00,  -1.087e+01,   9.381e-01,       0.124,       0.066,       0.990,   7.334e-02,     -0.7538
  86,   3.136e+00,  -1.087e+01,   9.025e-01,       0.198,       0.070,       0.978,   6.701e-02,     -0.4194
